Provider Name,Phone,Address,Specialty,NPI,Website,License Number,Clinic Name,State,Phone_Valid,NPI_Valid,Website_Active,Address_Valid,Website_Title,AI_Specialty_Prediction,AI_Category,AI_Keywords,AI_Summary,Confidence_Score,Trust_Level,Anomaly_Flag,Anomaly_Notes
Edward May,(791)870-5273,"1981 Taylor Field, East Wendyville, MO 77552",Urology,1361317505,https://www.edward89clinic.com,LIC-99148,Edward Health Clinic,CA,True,True,True,True,Edward Health Clinic | Urology in CA,Urology,Specialist Clinic,"Urology, CA, Edward, healthcare, doctor","Edward May is a Urology provider at Edward Health Clinic based in CA, serving patients as a specialist clinic.",91,High,False,
Kenneth Smith,001-989-0048x2393,"25561 Morrison Crossroad Suite 550, Victoriaville, AL 91388",Neurology,1214234696,https://www.kenneth48clinic.com,LIC-40260,Kenneth Health Clinic,FL,True,True,False,True,Kenneth Health Clinic | Neurology in FL,Neurology,Specialist Clinic,"Neurology, FL, Kenneth, healthcare, doctor","Kenneth Smith is a Neurology provider at Kenneth Health Clinic based in FL, serving patients as a specialist clinic.",85,High,False,Website not reachable
Hailey Maldonado,(294)551-1982x554,"120 Diane Turnpike, Jameshaven, OK 38629",Neurology,1108453909,https://www.hailey13clinic.com,LIC-76801,Hailey Health Clinic,GA,True,True,False,True,Hailey Health Clinic | Neurology in GA,Neurology,Specialist Clinic,"Neurology, GA, Hailey, healthcare, doctor","Hailey Maldonado is a Neurology provider at Hailey Health Clinic based in GA, serving patients as a specialist clinic.",81,High,False,Website not reachable
Katelyn James,613.436.0327x8189,"0547 Benjamin Bypass Apt. 294, Jonestown, NH 04168",Gastroenterology,1352131373,https://www.katelyn28clinic.com,LIC-36294,Katelyn Health Clinic,IL,True,True,False,True,Katelyn Health Clinic | Gastroenterology in IL,Gastroenterology,Specialist Clinic,"Gastroenterology, IL, Katelyn, healthcare, doctor","Katelyn James is a Gastroenterology provider at Katelyn Health Clinic based in IL, serving patients as a specialist clinic.",79,Moderate,True,Website not reachable
Sherri Griffin,001-373-216-0274x032,"Unit 5447 Box 3178, DPO AP 70051",Dermatology,1630929587,https://www.sherri58clinic.com,LIC-51615,Sherri Health Clinic,PA,True,True,True,True,Sherri Health Clinic | Dermatology in PA,Dermatology,Specialist Clinic,"Dermatology, PA, Sherri, healthcare, doctor","Sherri Griffin is a Dermatology provider at Sherri Health Clinic based in PA, serving patients as a specialist clinic.",92,High,False,
Deanna Knight,089-580-1111x8778,"0823 Michael Parks Suite 408, Port Danielle, SD 09020",Cardiology,1555818465,https://www.deanna63clinic.com,LIC-43843,Deanna Health Clinic,NY,True,True,True,True,Deanna Health Clinic | Cardiology in NY,Cardiology,Specialist Clinic,"Cardiology, NY, Deanna, healthcare, doctor","Deanna Knight is a Cardiology provider at Deanna Health Clinic based in NY, serving patients as a specialist clinic.",94,High,False,
Abigail Hernandez,(052)998-7462,"5630 Torres Causeway, Duranmouth, MA 31125",Oncology,1130952503,https://www.abigail71clinic.com,LIC-70207,Abigail Health Clinic,NC,True,True,False,True,Abigail Health Clinic | Oncology in NC,Oncology,Specialist Clinic,"Oncology, NC, Abigail, healthcare, doctor","Abigail Hernandez is a Oncology provider at Abigail Health Clinic based in NC, serving patients as a specialist clinic.",80,High,False,Website not reachable
Frank Cervantes,001-884-673-2063x2149,"31790 Miller Greens, Watsonmouth, NM 91498",Radiology,1304816035,https://www.frank87clinic.com,LIC-10301,Frank Health Clinic,GA,True,True,True,True,Frank Health Clinic | Radiology in GA,Radiology,Specialist Clinic,"Radiology, GA, Frank, healthcare, doctor","Frank Cervantes is a Radiology provider at Frank Health Clinic based in GA, serving patients as a specialist clinic.",92,High,False,
Kelly Lara,001-280-439-0527x947,"038 Thomas Extensions, East Michaelshire, AZ 58322",Radiology,1715734148,https://www.kelly64clinic.com,LIC-11346,Kelly Health Clinic,MI,True,True,True,True,Kelly Health Clinic | Radiology in MI,Radiology,Specialist Clinic,"Radiology, MI, Kelly, healthcare, doctor","Kelly Lara is a Radiology provider at Kelly Health Clinic based in MI, serving patients as a specialist clinic.",89,High,False,
Jack Fletcher,930-585-3248x055,"2901 Sloan Stream, Tanyaville, NJ 08653",Neurology,1061217878,https://www.jack52clinic.com,LIC-60703,Jack Health Clinic,FL,True,True,True,True,Jack Health Clinic | Neurology in FL,Neurology,Specialist Clinic,"Neurology, FL, Jack, healthcare, doctor","Jack Fletcher is a Neurology provider at Jack Health Clinic based in FL, serving patients as a specialist clinic.",93,High,False,
Charles Smith,(039)827-9238,"36911 Melissa Cliffs Apt. 831, East Ryanville, ND 14265",Orthopedics,1748716613,https://www.charles59clinic.com,LIC-12449,Charles Health Clinic,GA,True,True,False,True,Charles Health Clinic | Orthopedics in GA,Orthopedics,Specialist Clinic,"Orthopedics, GA, Charles, healthcare, doctor","Charles Smith is a Orthopedics provider at Charles Health Clinic based in GA, serving patients as a specialist clinic.",82,High,False,Website not reachable
Melissa Oneill,001-189-037-7224x71881,"3040 Joshua Brook, North Angelabury, MA 75799",Orthopedics,1018530740,https://www.melissa37clinic.com,LIC-36436,Melissa Health Clinic,CA,True,True,False,True,Melissa Health Clinic | Orthopedics in CA,Orthopedics,Specialist Clinic,"Orthopedics, CA, Melissa, healthcare, doctor","Melissa Oneill is a Orthopedics provider at Melissa Health Clinic based in CA, serving patients as a specialist clinic.",81,High,False,Website not reachable
Maria Horton,233.783.3425,"0062 Garcia Summit Suite 767, Scottside, LA 58835",Radiology,1410174020,https://www.maria19clinic.com,LIC-56222,Maria Health Clinic,GA,True,True,False,True,Maria Health Clinic | Radiology in GA,Radiology,Specialist Clinic,"Radiology, GA, Maria, healthcare, doctor","Maria Horton is a Radiology provider at Maria Health Clinic based in GA, serving patients as a specialist clinic.",80,High,False,Website not reachable
Trevor Lowe,255.659.7908x3950,"17772 Deborah Underpass, Lake Michael, LA 92428",Neurology,1177035895,https://www.trevor87clinic.com,LIC-24627,Trevor Health Clinic,GA,True,True,True,True,Trevor Health Clinic | Neurology in GA,Neurology,Specialist Clinic,"Neurology, GA, Trevor, healthcare, doctor","Trevor Lowe is a Neurology provider at Trevor Health Clinic based in GA, serving patients as a specialist clinic.",92,High,False,
John Gordon,+1-086-097-6082x40944,"012 Adam Avenue Apt. 771, Cynthiaborough, MN 58307",Family Medicine,1878738045,https://www.john68clinic.com,LIC-57339,John Health Clinic,NY,True,True,True,True,John Health Clinic | Family Medicine in NY,Family Medicine,Primary Care Clinic,"Family Medicine, NY, John, healthcare, doctor","John Gordon is a Family Medicine provider at John Health Clinic based in NY, serving patients as a primary care clinic.",93,High,False,
Shawna Taylor,001-748-365-1079,"3440 Stanley Turnpike, Gonzalezport, NJ 41942",Neurology,1400550310,https://www.shawna16clinic.com,LIC-79259,Shawna Health Clinic,FL,True,True,False,True,Shawna Health Clinic | Neurology in FL,Neurology,Specialist Clinic,"Neurology, FL, Shawna, healthcare, doctor","Shawna Taylor is a Neurology provider at Shawna Health Clinic based in FL, serving patients as a specialist clinic.",85,High,False,Website not reachable
Steven Hale,001-094-292-7801,"693 Henderson Plains, Kelseychester, MO 85280",Pediatrics,1579729680,https://www.steven51clinic.com,LIC-77649,Steven Health Clinic,NC,True,True,False,True,Steven Health Clinic | Pediatrics in NC,Pediatrics,Primary Care Clinic,"Pediatrics, NC, Steven, healthcare, doctor","Steven Hale is a Pediatrics provider at Steven Health Clinic based in NC, serving patients as a primary care clinic.",82,High,False,Website not reachable
Crystal Hubbard,(987)380-5524x377,"3556 Amanda Villages, Frederickborough, ME 04201",Oncology,1398501333,https://www.crystal23clinic.com,LIC-48415,Crystal Health Clinic,IL,True,True,False,True,Crystal Health Clinic | Oncology in IL,Oncology,Specialist Clinic,"Oncology, IL, Crystal, healthcare, doctor","Crystal Hubbard is a Oncology provider at Crystal Health Clinic based in IL, serving patients as a specialist clinic.",80,High,False,Website not reachable
Cassandra Yates,7863907023,"455 Reid Forges Apt. 696, Davidfort, WI 89487",Pediatrics,1849610000,https://www.cassandra33clinic.com,LIC-20052,Cassandra Health Clinic,FL,True,True,False,True,Cassandra Health Clinic | Pediatrics in FL,Pediatrics,Primary Care Clinic,"Pediatrics, FL, Cassandra, healthcare, doctor","Cassandra Yates is a Pediatrics provider at Cassandra Health Clinic based in FL, serving patients as a primary care clinic.",84,High,False,Website not reachable
Amanda Cannon,014-747-4566,"89185 Ryan Light, Meganport, WI 07217",Gastroenterology,1576823686,https://www.amanda28clinic.com,LIC-88623,Amanda Health Clinic,IL,True,True,False,True,Amanda Health Clinic | Gastroenterology in IL,Gastroenterology,Specialist Clinic,"Gastroenterology, IL, Amanda, healthcare, doctor","Amanda Cannon is a Gastroenterology provider at Amanda Health Clinic based in IL, serving patients as a specialist clinic.",83,High,False,Website not reachable
Paul Cortez,3426981139,"80087 Johnson Ville Suite 118, Johnmouth, WV 41537",Orthopedics,1131335544,https://www.paul70clinic.com,LIC-26346,Paul Health Clinic,NY,True,True,True,True,Paul Health Clinic | Orthopedics in NY,Orthopedics,Specialist Clinic,"Orthopedics, NY, Paul, healthcare, doctor","Paul Cortez is a Orthopedics provider at Paul Health Clinic based in NY, serving patients as a specialist clinic.",93,High,False,
Carrie Stokes,(097)280-1973,"8865 Nicholas Cliffs, Fergusonborough, NM 55363",Urology,1906975832,https://www.carrie61clinic.com,LIC-25839,Carrie Health Clinic,PA,True,True,True,True,Carrie Health Clinic | Urology in PA,Urology,Specialist Clinic,"Urology, PA, Carrie, healthcare, doctor","Carrie Stokes is a Urology provider at Carrie Health Clinic based in PA, serving patients as a specialist clinic.",89,High,False,
Ryan Williams,524.553.3252,"736 Ramsey Via, Rodriguezberg, DE 04957",Radiology,1400095532,https://www.ryan27clinic.com,LIC-23311,Ryan Health Clinic,MI,True,True,True,True,Ryan Health Clinic | Radiology in MI,Radiology,Specialist Clinic,"Radiology, MI, Ryan, healthcare, doctor","Ryan Williams is a Radiology provider at Ryan Health Clinic based in MI, serving patients as a specialist clinic.",91,High,False,
Glenda Lewis,389.564.7465x6501,"1280 Ortega Parks, Port Stacyville, LA 87870",Urology,1874168286,https://www.glenda36clinic.com,LIC-52423,Glenda Health Clinic,IL,True,True,False,True,Glenda Health Clinic | Urology in IL,Urology,Specialist Clinic,"Urology, IL, Glenda, healthcare, doctor","Glenda Lewis is a Urology provider at Glenda Health Clinic based in IL, serving patients as a specialist clinic.",84,High,False,Website not reachable
Shawna Miller,(883)186-0064x5503,"USCGC Jones, FPO AP 55740",Pediatrics,1366738707,https://www.shawna59clinic.com,LIC-13159,Shawna Health Clinic,NC,True,True,True,True,Shawna Health Clinic | Pediatrics in NC,Pediatrics,Primary Care Clinic,"Pediatrics, NC, Shawna, healthcare, doctor","Shawna Miller is a Pediatrics provider at Shawna Health Clinic based in NC, serving patients as a primary care clinic.",94,High,False,
Kevin Lane,(376)920-5932x5318,"5012 Monica Parkways Apt. 459, Davisburgh, NV 96684",Neurology,1935949972,https://www.kevin59clinic.com,LIC-75887,Kevin Health Clinic,IL,True,True,True,True,Kevin Health Clinic | Neurology in IL,Neurology,Specialist Clinic,"Neurology, IL, Kevin, healthcare, doctor","Kevin Lane is a Neurology provider at Kevin Health Clinic based in IL, serving patients as a specialist clinic.",92,High,False,
Cassandra Davidson,706.685.7915,"USS Thomas, FPO AP 39486",Urology,1524871299,https://www.cassandra92clinic.com,LIC-37283,Cassandra Health Clinic,CA,True,True,False,True,Cassandra Health Clinic | Urology in CA,Urology,Specialist Clinic,"Urology, CA, Cassandra, healthcare, doctor","Cassandra Davidson is a Urology provider at Cassandra Health Clinic based in CA, serving patients as a specialist clinic.",84,High,False,Website not reachable
Diana Martinez,681.675.2384,"76969 Rebecca Rest Suite 754, Port Jesseland, NC 15255",Dermatology,1020823589,https://www.diana29clinic.com,LIC-52839,Diana Health Clinic,OH,True,True,False,True,Diana Health Clinic | Dermatology in OH,Dermatology,Specialist Clinic,"Dermatology, OH, Diana, healthcare, doctor","Diana Martinez is a Dermatology provider at Diana Health Clinic based in OH, serving patients as a specialist clinic.",84,High,False,Website not reachable
Stephen Chambers,663.090.0495,"69522 Norris Plains Suite 330, South Nicole, AK 01608",Oncology,1979039321,https://www.stephen35clinic.com,LIC-21281,Stephen Health Clinic,PA,True,True,True,True,Stephen Health Clinic | Oncology in PA,Oncology,Specialist Clinic,"Oncology, PA, Stephen, healthcare, doctor","Stephen Chambers is a Oncology provider at Stephen Health Clinic based in PA, serving patients as a specialist clinic.",91,High,False,
Nicole Carroll,751.817.1949,"19076 Christina Run Suite 325, Dannystad, WA 73485",Gastroenterology,1142242879,https://www.nicole95clinic.com,LIC-25821,Nicole Health Clinic,MI,True,True,False,True,Nicole Health Clinic | Gastroenterology in MI,Gastroenterology,Specialist Clinic,"Gastroenterology, MI, Nicole, healthcare, doctor","Nicole Carroll is a Gastroenterology provider at Nicole Health Clinic based in MI, serving patients as a specialist clinic.",85,High,False,Website not reachable
Stephen Hobbs,990.323.4864,"995 Mary Forks, New Michael, ID 21277",Cardiology,1149127382,https://www.stephen11clinic.com,LIC-55454,Stephen Health Clinic,NY,True,True,True,True,Stephen Health Clinic | Cardiology in NY,Cardiology,Specialist Clinic,"Cardiology, NY, Stephen, healthcare, doctor","Stephen Hobbs is a Cardiology provider at Stephen Health Clinic based in NY, serving patients as a specialist clinic.",91,High,False,
Cassandra Rosales MD,029-353-5048,"49098 Peterson Mountains Apt. 666, Carlostown, WY 12854",Cardiology,1057029314,https://www.cassandra35clinic.com,LIC-50388,Cassandra Health Clinic,FL,True,True,True,True,Cassandra Health Clinic | Cardiology in FL,Cardiology,Specialist Clinic,"Cardiology, FL, Cassandra, healthcare, doctor","Cassandra Rosales MD is a Cardiology provider at Cassandra Health Clinic based in FL, serving patients as a specialist clinic.",90,High,False,
Nancy Fitzgerald,001-169-080-1843,"8065 Burton Road, Clarkhaven, GA 37506",Gastroenterology,1358004157,https://www.nancy79clinic.com,LIC-53157,Nancy Health Clinic,PA,True,True,True,True,Nancy Health Clinic | Gastroenterology in PA,Gastroenterology,Specialist Clinic,"Gastroenterology, PA, Nancy, healthcare, doctor","Nancy Fitzgerald is a Gastroenterology provider at Nancy Health Clinic based in PA, serving patients as a specialist clinic.",93,High,False,
Aaron Delacruz,921.901.0566x249,"902 Michelle Island, Port Heather, IA 66610",Family Medicine,1561561137,https://www.aaron12clinic.com,LIC-92021,Aaron Health Clinic,OH,True,True,True,True,Aaron Health Clinic | Family Medicine in OH,Family Medicine,Primary Care Clinic,"Family Medicine, OH, Aaron, healthcare, doctor","Aaron Delacruz is a Family Medicine provider at Aaron Health Clinic based in OH, serving patients as a primary care clinic.",93,High,False,
Monique Wood,(800)286-4372x42398,"83267 Hill Row Apt. 823, Davidside, WA 61364",Orthopedics,1464505436,https://www.monique74clinic.com,LIC-20135,Monique Health Clinic,TX,True,True,False,True,Monique Health Clinic | Orthopedics in TX,Orthopedics,Specialist Clinic,"Orthopedics, TX, Monique, healthcare, doctor","Monique Wood is a Orthopedics provider at Monique Health Clinic based in TX, serving patients as a specialist clinic.",79,Moderate,True,Website not reachable
Rebecca Smith,001-821-700-1116x289,"401 Donald Stream, Ronaldtown, DE 87979",Pediatrics,1921870409,https://www.rebecca82clinic.com,LIC-63043,Rebecca Health Clinic,NY,True,True,False,True,Rebecca Health Clinic | Pediatrics in NY,Pediatrics,Primary Care Clinic,"Pediatrics, NY, Rebecca, healthcare, doctor","Rebecca Smith is a Pediatrics provider at Rebecca Health Clinic based in NY, serving patients as a primary care clinic.",84,High,False,Website not reachable
Yolanda Rowe,354.109.2453x90774,"8775 Jennifer Ramp Suite 524, Thomastown, KS 76377",Pediatrics,1844645984,https://www.yolanda95clinic.com,LIC-85997,Yolanda Health Clinic,IL,True,True,True,True,Yolanda Health Clinic | Pediatrics in IL,Pediatrics,Primary Care Clinic,"Pediatrics, IL, Yolanda, healthcare, doctor","Yolanda Rowe is a Pediatrics provider at Yolanda Health Clinic based in IL, serving patients as a primary care clinic.",90,High,False,
Joseph Knight,(318)670-1713x93452,"081 Caitlin Dale Apt. 039, Port Carrie, OH 10305",Dermatology,1240553633,https://www.joseph69clinic.com,LIC-74359,Joseph Health Clinic,GA,True,True,False,True,Joseph Health Clinic | Dermatology in GA,Dermatology,Specialist Clinic,"Dermatology, GA, Joseph, healthcare, doctor","Joseph Knight is a Dermatology provider at Joseph Health Clinic based in GA, serving patients as a specialist clinic.",84,High,False,Website not reachable
Vickie Adkins,269.800.5716x44962,"USNS Patterson, FPO AE 59280",Oncology,1842234237,https://www.vickie87clinic.com,LIC-18995,Vickie Health Clinic,MI,True,True,True,True,Vickie Health Clinic | Oncology in MI,Oncology,Specialist Clinic,"Oncology, MI, Vickie, healthcare, doctor","Vickie Adkins is a Oncology provider at Vickie Health Clinic based in MI, serving patients as a specialist clinic.",89,High,False,
Christina Young,572-738-3463,"474 Julie Inlet, Port Sandra, NC 01475",Neurology,1334542634,https://www.christina84clinic.com,LIC-84182,Christina Health Clinic,CA,True,True,True,True,Christina Health Clinic | Neurology in CA,Neurology,Specialist Clinic,"Neurology, CA, Christina, healthcare, doctor","Christina Young is a Neurology provider at Christina Health Clinic based in CA, serving patients as a specialist clinic.",94,High,False,
Ivan Patterson,001-484-596-0814x0019,"000 Nicole Coves Suite 468, North Deannafurt, MT 11196",Gastroenterology,1003614445,https://www.ivan53clinic.com,LIC-33276,Ivan Health Clinic,MI,True,True,True,True,Ivan Health Clinic | Gastroenterology in MI,Gastroenterology,Specialist Clinic,"Gastroenterology, MI, Ivan, healthcare, doctor","Ivan Patterson is a Gastroenterology provider at Ivan Health Clinic based in MI, serving patients as a specialist clinic.",94,High,False,
Mary Morris,509.514.3814x010,"69639 Johnson Green, West Philliphaven, SC 99674",Urology,1508739581,https://www.mary32clinic.com,LIC-27431,Mary Health Clinic,GA,True,True,True,True,Mary Health Clinic | Urology in GA,Urology,Specialist Clinic,"Urology, GA, Mary, healthcare, doctor","Mary Morris is a Urology provider at Mary Health Clinic based in GA, serving patients as a specialist clinic.",94,High,False,
Kathryn Gibson,133.329.8238,"82743 Jimmy Gardens, Lake Monique, VA 59771",Orthopedics,1367308804,https://www.kathryn70clinic.com,LIC-97795,Kathryn Health Clinic,MI,True,True,True,True,Kathryn Health Clinic | Orthopedics in MI,Orthopedics,Specialist Clinic,"Orthopedics, MI, Kathryn, healthcare, doctor","Kathryn Gibson is a Orthopedics provider at Kathryn Health Clinic based in MI, serving patients as a specialist clinic.",93,High,False,
Alexander Scott,566.088.5057x625,"Unit 4374 Box 0452, DPO AA 16903",Dermatology,1737031759,https://www.alexander78clinic.com,LIC-21383,Alexander Health Clinic,FL,True,True,False,True,Alexander Health Clinic | Dermatology in FL,Dermatology,Specialist Clinic,"Dermatology, FL, Alexander, healthcare, doctor","Alexander Scott is a Dermatology provider at Alexander Health Clinic based in FL, serving patients as a specialist clinic.",82,High,False,Website not reachable
Gabriela Franco,(854)000-6788,"7816 Heather Island Suite 447, Ericksonchester, MA 66938",Urology,1792536401,https://www.gabriela39clinic.com,LIC-95431,Gabriela Health Clinic,PA,True,True,True,True,Gabriela Health Clinic | Urology in PA,Urology,Specialist Clinic,"Urology, PA, Gabriela, healthcare, doctor","Gabriela Franco is a Urology provider at Gabriela Health Clinic based in PA, serving patients as a specialist clinic.",93,High,False,
Tammy Booth,533.789.9293x457,"682 Carol Pass Apt. 562, East Lisa, AZ 17166",Gastroenterology,1729652583,https://www.tammy78clinic.com,LIC-89647,Tammy Health Clinic,IL,True,True,False,True,Tammy Health Clinic | Gastroenterology in IL,Gastroenterology,Specialist Clinic,"Gastroenterology, IL, Tammy, healthcare, doctor","Tammy Booth is a Gastroenterology provider at Tammy Health Clinic based in IL, serving patients as a specialist clinic.",80,High,False,Website not reachable
Christopher Jackson,199-875-9464x642,"6852 Robert Shores, Thomasfort, WY 81020",Family Medicine,1897612659,https://www.christopher63clinic.com,LIC-42689,Christopher Health Clinic,CA,True,True,False,True,Christopher Health Clinic | Family Medicine in CA,Family Medicine,Primary Care Clinic,"Family Medicine, CA, Christopher, healthcare, doctor","Christopher Jackson is a Family Medicine provider at Christopher Health Clinic based in CA, serving patients as a primary care clinic.",84,High,False,Website not reachable
Andrea Braun,446.128.4918,"7715 Chapman Row Apt. 511, Lake Nicholas, NH 09105",Pediatrics,1417920043,https://www.andrea68clinic.com,LIC-76234,Andrea Health Clinic,NY,True,True,False,True,Andrea Health Clinic | Pediatrics in NY,Pediatrics,Primary Care Clinic,"Pediatrics, NY, Andrea, healthcare, doctor","Andrea Braun is a Pediatrics provider at Andrea Health Clinic based in NY, serving patients as a primary care clinic.",82,High,False,Website not reachable
Scott Long,+1-980-552-5021x953,"2978 Matthew Garden, Port Roger, SD 26400",Dermatology,1469486758,https://www.scott16clinic.com,LIC-55006,Scott Health Clinic,MI,True,True,True,True,Scott Health Clinic | Dermatology in MI,Dermatology,Specialist Clinic,"Dermatology, MI, Scott, healthcare, doctor","Scott Long is a Dermatology provider at Scott Health Clinic based in MI, serving patients as a specialist clinic.",92,High,False,
Stephen Armstrong,180.337.0030,"927 Kim Isle Suite 351, Lake Franciscobury, WY 73293",Radiology,1174695922,https://www.stephen84clinic.com,LIC-69803,Stephen Health Clinic,NY,True,True,True,True,Stephen Health Clinic | Radiology in NY,Radiology,Specialist Clinic,"Radiology, NY, Stephen, healthcare, doctor","Stephen Armstrong is a Radiology provider at Stephen Health Clinic based in NY, serving patients as a specialist clinic.",92,High,False,
Mark Medina,220.613.5845,"7017 Robinson Drive Apt. 920, South Lori, MD 97500",Radiology,1454942257,https://www.mark48clinic.com,LIC-77364,Mark Health Clinic,GA,True,True,True,True,Mark Health Clinic | Radiology in GA,Radiology,Specialist Clinic,"Radiology, GA, Mark, healthcare, doctor","Mark Medina is a Radiology provider at Mark Health Clinic based in GA, serving patients as a specialist clinic.",92,High,False,
Rachel Bell,(968)890-3334x4305,"343 Elizabeth Throughway Apt. 406, Cruzborough, AZ 46496",Pediatrics,1428449422,https://www.rachel34clinic.com,LIC-75157,Rachel Health Clinic,CA,True,True,True,True,Rachel Health Clinic | Pediatrics in CA,Pediatrics,Primary Care Clinic,"Pediatrics, CA, Rachel, healthcare, doctor","Rachel Bell is a Pediatrics provider at Rachel Health Clinic based in CA, serving patients as a primary care clinic.",89,High,False,
Paul Peters,+1-162-803-8132x593,"23873 Vega Track Suite 253, Williamsfort, AK 48903",Orthopedics,1144908335,https://www.paul85clinic.com,LIC-44069,Paul Health Clinic,NC,True,True,True,True,Paul Health Clinic | Orthopedics in NC,Orthopedics,Specialist Clinic,"Orthopedics, NC, Paul, healthcare, doctor","Paul Peters is a Orthopedics provider at Paul Health Clinic based in NC, serving patients as a specialist clinic.",89,High,False,
Mr. James Farmer MD,(130)727-4239x342,"7728 Dunn Hollow Suite 183, Nelsonfort, NJ 53889",Radiology,1851066527,https://www.mr.33clinic.com,LIC-54822,Mr. Health Clinic,PA,True,True,True,True,Mr. Health Clinic | Radiology in PA,Radiology,Specialist Clinic,"Radiology, PA, Mr., healthcare, doctor","Mr. James Farmer MD is a Radiology provider at Mr. Health Clinic based in PA, serving patients as a specialist clinic.",90,High,False,
Garrett Mclaughlin,704-864-9235x86085,"602 Cristina Lane, Wilsonfort, WV 71698",Family Medicine,1896597946,https://www.garrett88clinic.com,LIC-79858,Garrett Health Clinic,CA,True,True,False,True,Garrett Health Clinic | Family Medicine in CA,Family Medicine,Primary Care Clinic,"Family Medicine, CA, Garrett, healthcare, doctor","Garrett Mclaughlin is a Family Medicine provider at Garrett Health Clinic based in CA, serving patients as a primary care clinic.",79,Moderate,True,Website not reachable
David Flores,370-755-3069,"PSC 5188, Box 8360, APO AP 09701",Urology,1942357455,https://www.david44clinic.com,LIC-42639,David Health Clinic,GA,True,True,True,True,David Health Clinic | Urology in GA,Urology,Specialist Clinic,"Urology, GA, David, healthcare, doctor","David Flores is a Urology provider at David Health Clinic based in GA, serving patients as a specialist clinic.",92,High,False,
Tristan Bolton,+1-908-575-2230,"320 Brown Flats Suite 492, South Joshua, IL 32340",Urology,1791867252,https://www.tristan47clinic.com,LIC-62353,Tristan Health Clinic,CA,True,True,True,True,Tristan Health Clinic | Urology in CA,Urology,Specialist Clinic,"Urology, CA, Tristan, healthcare, doctor","Tristan Bolton is a Urology provider at Tristan Health Clinic based in CA, serving patients as a specialist clinic.",93,High,False,
Taylor Moore,(362)576-4707x771,"Unit 9585 Box 1172, DPO AE 94449",Oncology,1352419403,https://www.taylor79clinic.com,LIC-48532,Taylor Health Clinic,PA,True,True,False,True,Taylor Health Clinic | Oncology in PA,Oncology,Specialist Clinic,"Oncology, PA, Taylor, healthcare, doctor","Taylor Moore is a Oncology provider at Taylor Health Clinic based in PA, serving patients as a specialist clinic.",83,High,False,Website not reachable
Susan Mcdonald,832.259.0033,"21975 Wilson Dale, Gonzalezport, FL 03929",Urology,1750573580,https://www.susan33clinic.com,LIC-50998,Susan Health Clinic,NY,True,True,False,True,Susan Health Clinic | Urology in NY,Urology,Specialist Clinic,"Urology, NY, Susan, healthcare, doctor","Susan Mcdonald is a Urology provider at Susan Health Clinic based in NY, serving patients as a specialist clinic.",82,High,False,Website not reachable
Jennifer Pitts,055-563-4445x738,"PSC 5936, Box 0459, APO AA 45707",Oncology,1274623321,https://www.jennifer50clinic.com,LIC-90079,Jennifer Health Clinic,NC,True,True,True,True,Jennifer Health Clinic | Oncology in NC,Oncology,Specialist Clinic,"Oncology, NC, Jennifer, healthcare, doctor","Jennifer Pitts is a Oncology provider at Jennifer Health Clinic based in NC, serving patients as a specialist clinic.",94,High,False,
Alexis Ray,4562267774,"948 David Greens, North Nicoleville, NE 08065",Urology,1348471113,https://www.alexis44clinic.com,LIC-40035,Alexis Health Clinic,NY,True,True,False,True,Alexis Health Clinic | Urology in NY,Urology,Specialist Clinic,"Urology, NY, Alexis, healthcare, doctor","Alexis Ray is a Urology provider at Alexis Health Clinic based in NY, serving patients as a specialist clinic.",82,High,False,Website not reachable
Jerry Mcdaniel,576-969-5274x2906,"05693 Vaughn Wall, Jessicafort, TX 49577",Neurology,1930425910,https://www.jerry71clinic.com,LIC-81606,Jerry Health Clinic,IL,True,True,False,True,Jerry Health Clinic | Neurology in IL,Neurology,Specialist Clinic,"Neurology, IL, Jerry, healthcare, doctor","Jerry Mcdaniel is a Neurology provider at Jerry Health Clinic based in IL, serving patients as a specialist clinic.",79,Moderate,True,Website not reachable
Cassidy Jackson,279.771.5711x78592,"0276 Kelley Coves, New Ronald, OH 19838",Oncology,1553553112,https://www.cassidy96clinic.com,LIC-28154,Cassidy Health Clinic,PA,True,True,True,True,Cassidy Health Clinic | Oncology in PA,Oncology,Specialist Clinic,"Oncology, PA, Cassidy, healthcare, doctor","Cassidy Jackson is a Oncology provider at Cassidy Health Clinic based in PA, serving patients as a specialist clinic.",94,High,False,
James Wyatt,229-347-7727,"5861 Samantha Turnpike Suite 953, West Dylan, AK 36634",Orthopedics,1098557020,https://www.james81clinic.com,LIC-26289,James Health Clinic,NY,True,True,False,True,James Health Clinic | Orthopedics in NY,Orthopedics,Specialist Clinic,"Orthopedics, NY, James, healthcare, doctor","James Wyatt is a Orthopedics provider at James Health Clinic based in NY, serving patients as a specialist clinic.",83,High,False,Website not reachable
Sarah Marks,001-034-194-4056x992,"4496 Rita Creek Apt. 647, Gilmorestad, AL 76437",Dermatology,1543865317,https://www.sarah82clinic.com,LIC-11454,Sarah Health Clinic,CA,True,True,True,True,Sarah Health Clinic | Dermatology in CA,Dermatology,Specialist Clinic,"Dermatology, CA, Sarah, healthcare, doctor","Sarah Marks is a Dermatology provider at Sarah Health Clinic based in CA, serving patients as a specialist clinic.",93,High,False,
